address,SafeMath String,SafeMath function,add,sub1,sub2,mul,div1,div2,success analysis,error msg
0x099bc21abe3536bc1ccb99c79b913b8118fac0f8,True,True,1,1,0,1,1,0,True,
0x099f95b0694a0d808f7c6c46a621f4e5e5e36df5,True,True,1,1,0,1,1,0,True,
0x09b114dac9b0848819a59e944d631b98e06cdfa3,,,0,0,0,0,0,0,True,
0x09b1de9ecf6600fd44e1cb1b46df6b520f33ec6d,True,True,1,1,0,1,1,0,True,
0x09b246889acb07bec0a7c19702baa590a88cd54a,True,True,1,1,0,1,1,0,True,
0x09b6fd79f8c6bdaba4d94731f0fc90edd15742af,,,0,0,0,0,0,0,True,
0x09ca35e4d35a7dd6fa8519d83bf7640300aa37c8,True,True,0,0,0,1,0,0,True,
0x09f9a8a61f9f634a93a52b7d358a651fc1127b2e,True,True,0,0,0,1,0,0,True,
0x0a1bb328061a2463db94116612d8eb289672ac68,True,True,1,1,0,1,1,0,True,
0x0a227052b7d25f6926146d4bd431abeec5fb3234,True,True,4,4,0,4,2,0,True,
0x0a33744ee5d57d6d69944213d8e6ad80d64fdc58,True,True,0,0,0,0,1,0,True,
0x0a451a412e33ce2e2afa054bdd1a956676215233,,,0,0,0,0,0,0,True,
0x0a5a0a14419f9db1da68cf2f550720e5df49d4fe,True,True,1,1,0,1,1,0,True,
0x0a8143ef65b0ce4c2fad195165ef13772ff6cca0,True,True,3,3,0,3,1,0,,'NoneType' object has no attribute 'state_variables_read'
0x0a8c66dd24b25871b2551599d6eca859819787aa,True,True,1,1,0,1,1,0,True,
0x0a918633ea372f0fa1f2306423a9b0d7586e601d,True,True,1,1,0,1,1,0,True,
0x0aa3d1c7838e20790a196d56899fe0bc8b23700f,True,True,1,1,0,1,1,0,True,
0x0aa7b6b12aabf497f603c57167eabee05da92a17,True,True,1,1,0,1,1,0,True,
0x0ab2a0b424b68ed48a52e6fd4a3138548931969a,True,True,1,1,0,1,1,0,True,
0x0ac31bc80e6905bc27f3cdcb66dc38945f2055e2,True,True,1,1,0,1,1,0,True,
0x0ac6ad75f1cf91c5da649e0cfb4c993ef7ce2a28,True,True,1,1,0,1,1,0,True,
0x0ac9f2dde31eeee4ffb3f2de5578fae7c97b5755,True,True,1,1,0,1,1,0,True,
0x0aceb225bf2a08e72184968b09a308a1c4e93a15,True,True,1,1,0,1,1,0,True,
0x0ad9b3fe2f327aec0e2a39626db9e5288d4d2926,,,0,0,0,0,0,0,True,
0x0aec26af42d2bbbc9bba7da2f0e44ad325af65e5,True,True,1,1,0,1,1,0,True,
0x0aee8040c03add6e3fe7c1642dd6d870bd7e1bd5,True,True,1,1,0,1,1,0,True,
0x0af4b1d8726235e66c75f2467f02159c522355d8,True,True,1,1,0,1,1,0,True,
0x0b240b4d2a44d23b099fde89ba215d7dcf3910cf,True,True,1,1,0,1,1,0,True,
0x0b26bafae1d9cf9590faf35082711f6b8961c1bb,True,True,1,1,0,1,0,0,True,
0x0b4a725d59fb57d40330c611af501a766fcfadc4,True,True,1,1,0,1,1,0,True,
0x0b7fbbdcc3304d360b684ba3fad096d041ee1f3d,,,0,0,0,0,0,0,True,
0x0b98ec39cb95372ccacd7acb2a0ffb6520b83d30,,,0,0,0,0,0,0,True,
0x0baba1ad5be3a5c0a66e7ac838a129bf948f1ea4,,,0,0,0,0,0,0,True,
0x0bc9bb91bfea97a0a5b744ea5a8ff8b0f1d527c3,True,True,1,1,0,1,1,0,True,
0x0bcb894d7c91781fd3c0a03b88e5afad52cac10d,,,0,0,0,0,0,0,True,
0x0bd139fd114e288bd562c8bb62afc0f4bcf10338,,,0,0,0,0,0,0,True,
0x0bd5aa838368e91f8959ba0d2a254ffdd09daa8c,True,True,1,1,0,1,1,0,True,
0x0bd8f30afbb6ea4909bc1ba237902bf7dab6ca35,,,0,0,0,0,0,0,True,
0x0be59e4804d957026a0e31b5d0bea0fbae262ba7,True,True,1,1,0,1,1,0,True,
0x0bfb41bf1a25ba30ec0fd78099786f71970e59e2,True,True,1,1,0,1,1,0,True,
0x0c0020e96b33a8146bb4ee57bb278c52fe2b5703,True,True,1,1,0,1,1,0,True,
0x0c3fe9ed7b2c833228a3d4023a8dfe9250da44d8,,,0,0,0,0,0,0,True,
0x0c51f8c2fdc8b376e06019deea264c7582ecee01,True,,0,0,0,0,0,0,,'utf-8' codec can't decode byte 0xa8 in position 75: invalid start byte
0x0c5a8b69b4f76d1cd7d7c676b9bc234d0196ecff,True,True,1,1,0,1,1,0,True,
0x0c5dee00b946a477ebcf24c6a94a634eb1d2808b,True,True,1,1,0,1,1,0,True,
0x0c66133bdc18a5706376286c4a069cbcdb1a12a0,,,0,0,0,0,0,0,True,
0x0c76319bb12b4360acc82f0aa8d75a0c30514ed2,True,True,1,1,0,1,1,0,True,
0x0c8320033340277791c5dcd9bc87d20f086bb34b,True,True,4,4,0,4,4,0,True,
0x0c86e1acb5a0001974cdabce67a2b52b7f2e4ea6,True,True,1,1,0,1,1,0,,maximum recursion depth exceeded in comparison
0x0c8dbfb40a324674ad26fe7aeccd4c654036aa82,True,True,1,1,0,1,0,0,True,
0x0ce0f2b998c0a1b0280dcc95935108781d18e65b,True,True,1,1,0,1,1,0,True,
0x0d0d02a139dbe26d60bfc00444391ee0a7aedf3e,True,True,1,1,0,1,1,0,True,
0x0d1c9b9bfda66226e4ff3b6bf8f565baeb26254f,,,0,0,0,0,0,0,True,
0x0d628c56b613d09928589a41b4927a25217bc641,True,True,1,1,0,1,1,0,True,
0x0d6c38ffd5bc04b3c5fcadce697acbc3b29f8349,True,True,1,1,0,1,1,0,True,
0x0d6f5ae7b2fa153bc337c64eca9b9d10e31ef808,True,True,1,1,0,1,1,0,True,
0x0d7c2438001e5df487eac40a2887fb8ca3efade0,True,True,1,1,0,1,1,0,True,
0x0d85ae63e49579c1eaeab2a2af7a4d2f5d6043fe,True,True,1,1,0,1,1,0,True,
0x0d88141e76c0c1f6b02346926a67d3f7e125257e,,,0,0,0,0,0,0,True,
0x0d882f5101ef587dbdfc474dc8bbf72ba89b5c2a,True,True,2,2,0,2,1,0,True,
0x0d8adddad4f02ecd54568a0b5fff95424326276e,,,0,0,0,0,0,0,True,
0x0d945513992679f3f4083f1cb2b630a898285660,True,True,1,1,0,1,1,0,True,
0x0da367ace734d0b7e8b82781d7c25497de9bf2cf,,,0,0,0,0,0,0,True,
0x0dabb82a8713ebbd1ee4bc07256b82e0c51931b1,True,True,1,1,0,1,1,0,True,
0x0db1443c97bc51f0b8bcedc5e10e7e885a242ea2,True,True,1,1,0,1,1,0,True,
0x0dbb15e7487f0aea4214047e405349879fda52e6,True,True,1,1,0,1,1,0,True,
0x0dc5189ec8cde5732a01f0f592e927b304370551,True,True,1,1,0,1,1,0,,maximum recursion depth exceeded in comparison
0x0dd1989e4b0e82f154b729ff47f8c9a4f4b2cc1c,True,True,1,1,0,1,1,0,True,
0x0de68d6c4aa4f54ee78c520433cf17516330d79d,True,True,1,1,0,1,1,0,True,
0x0defe0125d1ba255e4863aaa26fe5026a29ddf4e,,,0,0,0,0,0,0,True,
0x0e0fdbb257d022c44901c993d13c4ae978354777,True,True,1,1,0,1,1,0,True,
0x0e1177e47151be72e5992e0975000e73ab5fd9d4,True,True,1,1,0,1,1,0,True,
0x0e13ab042ec5ab9fc6f43979406088b9028f66fa,True,True,1,1,0,1,1,0,True,
0x0e14dd85e20af249e8182caf868f1a658e3aa2e9,True,True,1,1,0,1,1,0,True,
0x0e18c19b05afc0dfc86947e7e7bed9c1e7f15552,,,0,0,0,0,0,0,True,
0x0e2a6cf9df1f13a1dd1cf151585ea090c280f47a,True,True,1,1,0,1,1,0,True,
0x0e3229004b55ed8edcc29473c790f33c2b693d38,,True,2,1,0,1,0,0,True,
0x0e45fc4501f4d9d555101e59dfaebd94f252fb6b,True,True,1,1,0,1,1,0,True,
0x0e6bb39409257ed634afc58256f129195484681b,True,True,1,1,0,1,1,0,True,
0x0e6bd1b518baf831806da123e1feac7f9edd7e99,True,True,1,1,0,1,1,0,True,
0x0e762067f824e9db190ad3565e3bf8cde314d893,True,True,1,1,0,1,1,0,True,
0x0e79e481dfb59ac7515e43c75c1f6dae16aa10ab,True,True,1,1,0,1,1,0,True,
0x0e82b29a77a53880dd4ee8326cfea9b4c68db638,True,True,1,1,0,1,1,0,True,
0x0e98f782ea6e0e80a919801e35ed35013d3f26ad,True,True,1,0,0,2,1,0,True,
0x0ead2331b8b5579d05f5c1ef61156cef7a82f86b,True,True,1,1,0,1,1,0,True,
0x0ecc64675d6a34d46054b4a4ed64923d77d82582,True,True,1,1,0,1,1,0,True,
0x0ed3cbe11e32a4db7d81b9055e464848b344fee8,True,True,1,1,0,1,1,0,True,
0x0ee31fdd4a1b5b2bfe25e7cbb2f697e051fd4164,True,True,1,1,0,1,1,0,True,
0x0ee5c2865d6dff605e527b13c336f0b8774815b9,True,True,1,1,0,1,1,0,,maximum recursion depth exceeded in comparison
0x0ef3f0988feec756ffc347b66ab174d3f9f30cb5,True,True,1,1,0,1,1,0,True,
0x0efe313bf1cadfcfbe598f09f2706477871b4029,True,True,1,1,0,1,1,0,True,
0x0efff9199aa1ac3c3e34e957567c1be8bf295034,True,True,1,1,0,1,1,0,,maximum recursion depth exceeded in comparison
0x0f10b084b96a676e678753726ded0b674c5daf67,,,0,0,0,0,0,0,True,
0x0f3bf0b56e37d6a344bf2ae1d977a356d1833522,True,True,1,1,0,1,1,0,,maximum recursion depth exceeded in comparison
0x0f459b7de7b663b09008d2b1cfb440c1c0dc60f2,True,True,1,1,0,1,1,0,True,
0x0f7f9b00f332851192e6cc75a3ef55533bc5629e,,,0,0,0,0,0,0,True,
0x0fa0b4cc33d5a4f0ed073ca7f88259ab75c7a98b,,,0,0,0,0,0,0,True,
0x0fbe8d46ac51b66547c45b92ecaf50267b6a4165,,,0,0,0,0,0,0,True,
0x0fcbb36ed7908bd5952ca171584b74bbab283091,True,True,1,1,0,1,1,0,True,
0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,True,True,1,1,0,1,1,0,True,
0x0fe4fd68814327bb8723d4b226b057b2f84a5ba3,,,0,0,0,0,0,0,True,
0x0ff322acbcbdaea49abbbb9bd8acfb2d0e2a9fcb,True,True,1,1,0,1,1,0,True,
0x0ff95bdab6186f688e10700da894997b2d95a4ec,True,True,1,1,0,1,1,0,True,
0x101143b77b544918f2f4bdd8b9bd14b899f675af,,,0,0,0,0,0,0,True,
0x1017fa7aa01021dedf69e368b5bc734baae9f090,True,True,1,1,0,1,1,0,True,
0x1019b02cd933488db28b70edcd2732a3dc8624c5,True,True,1,1,0,1,1,0,True,
0x10206d4e5488dd82497a6a08451c4c11eeb6ca56,True,True,2,2,0,2,1,0,True,
0x1021dd0115887611ccfd8a375fa3f24c4d247304,,,0,0,0,0,0,0,True,
0x102528c923fef447f957c36ff499d2a296409e50,True,True,1,1,0,1,1,0,True,
0x103c70387ca7119f38d4c2ce62c1b8f4d031e13c,,,0,0,0,0,0,0,True,
0x10450c88da6250b629ecfc5f01b3572ddcda8748,True,True,1,1,0,0,0,0,True,
0x105623d9950f2fc7f4761a624bd8438458ce314d,True,True,1,1,0,1,1,0,True,
0x106238737b85b4220c7a7ddfd5c4caf8597281fe,True,True,1,1,0,1,1,0,True,
0x1062a2568ba0adf6cb22ba49b47c92e9a4e8a1ca,,,0,0,0,0,0,0,True,
0x10660c596ab78c7fb0132edef107e43dbce059f0,True,True,1,1,0,1,1,0,True,
0x1077f635387c433f53e3745afcdc5f4553dab517,True,True,1,1,0,1,1,0,True,
0x107ad014c0266dfd5a21faebe84dea8566d8f024,True,True,1,1,0,1,1,0,True,
0x1090f3e41da628496939389de356da012212ef4d,True,True,1,1,0,1,1,0,True,
0x10a1bfafd3303c6c67f6f9d7d9e433bd512f944e,True,True,1,1,0,1,1,0,True,
0x10b37abfff7b037a9e912f8e4da9e9ad43968551,True,,0,0,0,0,0,0,,'utf-8' codec can't decode byte 0xa8 in position 75: invalid start byte
0x10b66bff6600782116c266e3b1a5b8f9d951ab87,True,True,1,1,0,1,1,0,True,
0x10b7adf57d60e0b33acb0de99afda4471ea989e3,,,0,0,0,0,0,0,True,
0x10bbe205832edc371781cc224ef202cd98e8f38f,,,0,0,0,0,0,0,True,
0x10c0f93f64e3c8d0a1b0f4b87d6155fd9e89d08d,True,True,1,1,0,1,1,0,True,
